,Epoch,Replay,Clip,Loss,Accuracy,Timestamp
257,1,22,6,1.89595627784729,0.4300000071525574,2018-04-11 22:55:21.378611
258,1,22,7,1.8026156425476074,0.47999998927116394,2018-04-11 22:55:21.378611
259,1,23,1,1.7987724542617798,0.5,2018-04-11 22:55:29.407357
260,1,23,2,2.019010543823242,0.5199999809265137,2018-04-11 22:55:29.407357
261,1,23,3,2.1546854972839355,0.4399999976158142,2018-04-11 22:55:29.407357
262,1,23,4,2.2876412868499756,0.4699999988079071,2018-04-11 22:55:29.407357
263,1,23,5,1.779352068901062,0.5400000214576721,2018-04-11 22:55:29.407357
264,1,23,6,2.1427202224731445,0.5,2018-04-11 22:55:29.407357
265,1,23,7,1.899169921875,0.6700000166893005,2018-04-11 22:55:29.407357
266,1,23,8,1.279329538345337,0.6100000143051147,2018-04-11 22:55:29.407357
267,1,23,9,2.007841110229492,0.5799999833106995,2018-04-11 22:55:29.407357
268,1,23,10,1.708879828453064,0.6200000047683716,2018-04-11 22:55:29.407357
269,1,24,1,1.7753746509552002,0.4699999988079071,2018-04-11 22:55:42.182157
270,1,24,2,1.8687182664871216,0.6200000047683716,2018-04-11 22:55:42.182157
271,1,24,3,1.8840856552124023,0.6000000238418579,2018-04-11 22:55:42.182157
272,1,24,4,2.183743476867676,0.6299999952316284,2018-04-11 22:55:42.182157
273,1,24,5,1.6552058458328247,0.7099999785423279,2018-04-11 22:55:42.182157
274,1,24,6,2.3787384033203125,0.6200000047683716,2018-04-11 22:55:42.182157
275,1,24,7,1.596707820892334,0.5299999713897705,2018-04-11 22:55:42.182157
276,1,24,8,1.6356180906295776,0.5699999928474426,2018-04-11 22:55:42.182157
277,1,24,9,1.9345729351043701,0.5,2018-04-11 22:55:42.182157
278,1,24,10,2.4438228607177734,0.5899999737739563,2018-04-11 22:55:42.182157
279,1,24,11,1.8318431377410889,0.6800000071525574,2018-04-11 22:55:42.182157
280,1,24,12,2.0884337425231934,0.5099999904632568,2018-04-11 22:55:42.182157
281,1,24,13,1.145542860031128,0.6299999952316284,2018-04-11 22:55:42.182157
282,1,24,14,1.6246726512908936,0.6399999856948853,2018-04-11 22:55:42.182157
283,1,24,15,2.320619583129883,0.49000000953674316,2018-04-11 22:55:42.182157
284,1,24,16,2.104508876800537,0.550000011920929,2018-04-11 22:55:42.182157
285,1,25,1,1.5710965394973755,0.5,2018-04-11 22:55:56.657813
286,1,25,2,2.2734999656677246,0.5,2018-04-11 22:55:56.657813
287,1,25,3,2.049290657043457,0.4699999988079071,2018-04-11 22:55:56.657813
288,1,25,4,1.3118505477905273,0.38999998569488525,2018-04-11 22:55:56.657813
289,1,25,5,1.9936691522598267,0.6000000238418579,2018-04-11 22:55:56.657813
290,1,25,6,2.2117702960968018,0.47999998927116394,2018-04-11 22:55:56.657813
291,1,25,7,2.406627893447876,0.5400000214576721,2018-04-11 22:55:56.657813
292,1,25,8,1.6604368686676025,0.6200000047683716,2018-04-11 22:55:56.657813
293,1,25,9,1.6445763111114502,0.4699999988079071,2018-04-11 22:55:56.657813
294,1,25,10,2.1152429580688477,0.6499999761581421,2018-04-11 22:55:56.657813
295,1,25,11,1.9808026552200317,0.5799999833106995,2018-04-11 22:55:56.657813
296,1,25,12,1.9035894870758057,0.5699999928474426,2018-04-11 22:55:56.657813
297,1,25,13,2.03947377204895,0.5400000214576721,2018-04-11 22:55:56.657813
298,1,25,14,1.862809658050537,0.5299999713897705,2018-04-11 22:55:56.657813
299,1,25,15,2.119199752807617,0.5199999809265137,2018-04-11 22:55:56.657813
300,1,25,16,1.5938130617141724,0.550000011920929,2018-04-11 22:55:56.657813
301,1,25,17,1.8186748027801514,0.41999998688697815,2018-04-11 22:55:56.657813
302,1,25,18,1.9012385606765747,0.5299999713897705,2018-04-11 22:55:56.657813
303,1,26,1,1.7632054090499878,0.47999998927116394,2018-04-11 22:56:08.170728
304,1,26,2,1.6087355613708496,0.6299999952316284,2018-04-11 22:56:08.170728
305,1,26,3,2.0789809226989746,0.5199999809265137,2018-04-11 22:56:08.170728
306,1,26,4,1.8051087856292725,0.5899999737739563,2018-04-11 22:56:08.170728
307,1,26,5,2.5031843185424805,0.5799999833106995,2018-04-11 22:56:08.170728
308,1,26,6,1.3465038537979126,0.6899999976158142,2018-04-11 22:56:08.170728
309,1,26,7,2.051288366317749,0.46000000834465027,2018-04-11 22:56:08.170728
310,1,26,8,1.6768945455551147,0.550000011920929,2018-04-11 22:56:08.170728
311,1,26,9,1.945865273475647,0.5400000214576721,2018-04-11 22:56:08.170728
312,1,26,10,2.104149580001831,0.49000000953674316,2018-04-11 22:56:08.170728
313,1,26,11,2.555978536605835,0.46000000834465027,2018-04-11 22:56:08.170728
314,1,26,12,1.8317965269088745,0.6499999761581421,2018-04-11 22:56:08.170728
315,1,26,13,2.067786455154419,0.47999998927116394,2018-04-11 22:56:08.170728
316,1,26,14,1.7394585609436035,0.5400000214576721,2018-04-11 22:56:08.170728
317,1,27,1,1.6123946905136108,0.4099999964237213,2018-04-11 22:56:17.795381
318,1,27,2,2.50449800491333,0.4300000071525574,2018-04-11 22:56:17.795381
319,1,27,3,1.9981515407562256,0.23999999463558197,2018-04-11 22:56:17.795381
320,1,27,4,1.9489610195159912,0.28999999165534973,2018-04-11 22:56:17.795381
321,1,27,5,1.9656553268432617,0.6000000238418579,2018-04-11 22:56:17.795381
322,1,27,6,2.0315282344818115,0.5299999713897705,2018-04-11 22:56:17.795381
323,1,27,7,1.9294581413269043,0.2199999988079071,2018-04-11 22:56:17.795381
324,1,27,8,2.707043409347534,0.5400000214576721,2018-04-11 22:56:17.795381
325,1,27,9,2.4643568992614746,0.49000000953674316,2018-04-11 22:56:17.795381
326,1,27,10,2.1607913970947266,0.6200000047683716,2018-04-11 22:56:17.795381
327,1,27,11,1.566992163658142,0.7099999785423279,2018-04-11 22:56:17.795381
328,1,27,12,1.8919776678085327,0.7099999785423279,2018-04-11 22:56:17.795381
329,1,28,1,2.0615193843841553,0.5099999904632568,2018-04-11 22:56:26.656593
330,1,28,2,2.4106602668762207,0.6399999856948853,2018-04-11 22:56:26.656593
331,1,28,3,1.9947024583816528,0.49000000953674316,2018-04-11 22:56:26.656593
332,1,28,4,1.9737643003463745,0.5299999713897705,2018-04-11 22:56:26.656593
333,1,28,5,1.9079504013061523,0.7300000190734863,2018-04-11 22:56:26.656593
334,1,28,6,1.7459012269973755,0.6100000143051147,2018-04-11 22:56:26.656593
335,1,28,7,1.5426825284957886,0.6700000166893005,2018-04-11 22:56:26.656593
