,Epoch,Replay,Clip,Loss,Accuracy,Timestamp
0,1,1,1,2.003751039505005,0.009999999776482582,2018-04-12 15:57:52.583299
1,1,1,2,2.418257474899292,0.09000000357627869,2018-04-12 15:57:52.583299
2,1,1,3,2.062729597091675,0.07000000029802322,2018-04-12 15:57:52.583299
3,1,1,4,2.9601621627807617,0.10000000149011612,2018-04-12 15:57:52.583299
4,1,1,5,2.304319143295288,0.019999999552965164,2018-04-12 15:57:52.583299
5,1,1,6,2.5223159790039062,0.1899999976158142,2018-04-12 15:57:52.583299
6,1,1,7,2.8515563011169434,0.12999999523162842,2018-04-12 15:57:52.583299
7,1,1,8,3.133575439453125,0.05999999865889549,2018-04-12 15:57:52.583299
8,1,1,9,3.3338119983673096,0.09000000357627869,2018-04-12 15:57:52.583299
9,1,1,10,2.0156188011169434,0.11999999731779099,2018-04-12 15:57:52.583299
10,1,1,11,1.8936798572540283,0.07000000029802322,2018-04-12 15:57:52.583299
11,1,1,12,2.8501296043395996,0.17000000178813934,2018-04-12 15:57:52.583299
12,1,1,13,2.957888603210449,0.23000000417232513,2018-04-12 15:57:52.583299
13,1,1,14,2.647827386856079,0.11999999731779099,2018-04-12 15:57:52.583299
14,1,1,15,3.2597296237945557,0.3400000035762787,2018-04-12 15:57:52.583299
15,1,2,1,2.2542405128479004,0.17000000178813934,2018-04-12 15:58:26.859542
16,1,2,2,3.5505809783935547,0.10000000149011612,2018-04-12 15:58:26.859542
17,1,2,3,2.8464653491973877,0.14000000059604645,2018-04-12 15:58:26.859542
18,1,2,4,3.084439277648926,0.1599999964237213,2018-04-12 15:58:26.859542
19,1,2,5,2.9762167930603027,0.20000000298023224,2018-04-12 15:58:26.859542
20,1,2,6,2.5512545108795166,0.33000001311302185,2018-04-12 15:58:26.859542
21,1,2,7,2.4848227500915527,0.15000000596046448,2018-04-12 15:58:26.859542
22,1,2,8,2.988180160522461,0.17000000178813934,2018-04-12 15:58:26.859542
23,1,2,9,3.314912796020508,0.14000000059604645,2018-04-12 15:58:26.859542
24,1,2,10,2.9448928833007812,0.1599999964237213,2018-04-12 15:58:26.859542
25,1,2,11,2.6013550758361816,0.18000000715255737,2018-04-12 15:58:26.859542
26,1,2,12,2.764315605163574,0.2199999988079071,2018-04-12 15:58:26.859542
27,1,2,13,3.264143943786621,0.18000000715255737,2018-04-12 15:58:26.859542
28,1,2,14,3.5047659873962402,0.2199999988079071,2018-04-12 15:58:26.859542
29,1,2,15,2.4891903400421143,0.20000000298023224,2018-04-12 15:58:26.859542
